DateTime,Latitude,Longitude,Air_Temp_C,Wind_Speed,Chlorophyll_ug_l,Water_Temp_C,Salinity_PSU
3/9/25 19:00,32.37004953,-64.69591191,18.19924812,2.365544824,0.079265046,24.93533264,13.13776701
3/9/25 20:00,32.37708928,-64.69307613,17.39701389,8.819723056,0.21123,22.33375717,22.64772378
3/9/25 21:00,32.31675477,-64.58796942,17.15070833,4.253466111,0.892983333,19.46003856,36.72720206
3/9/25 22:00,32.16551526,-64.48800069,17.19840833,2.631858611,0.830844444,19.50470011,36.71841278
3/9/25 23:00,32.01486123,-64.39118108,17.30202222,2.898641667,0.857927222,19.86480672,36.76765789
3/10/25,31.86775376,-64.29192701,17.30764657,1.983155321,0.620837222,19.70524322,36.75417583
3/10/25 1:00,31.72047663,-64.2061892,17.63835556,4.211495,0.355163333,20.62149683,36.8567305
3/10/25 2:00,31.66782365,-64.1603766,17.77977778,8.579210833,0.305065556,20.68432361,36.86248406
3/10/25 3:00,31.66723673,-64.158304,17.81166111,7.581770556,0.261794444,20.80715806,36.87274417
3/10/25 4:00,31.65018196,-64.18782023,17.65842222,8.048273333,0.503946667,20.49071344,36.82796
3/10/25 5:00,31.64352543,-64.20095723,17.53391389,11.58215222,0.576931667,20.42811283,36.82144483
3/10/25 6:00,31.63772562,-64.21722722,17.31532778,8.834269444,0.464505556,20.53813833,36.84538183
3/10/25 7:00,31.63922108,-64.2207089,17.50511944,9.069026667,0.438442222,20.57401839,36.848249
3/10/25 8:00,31.6589942,-64.18180124,17.48715833,10.03700306,0.619284444,20.42448606,36.82018144
3/10/25 9:00,31.67521904,-64.17321348,17.39705278,10.67743194,0.590238333,20.43513933,36.82370744
3/10/25 10:00,31.68588303,-64.18024113,17.32537222,10.43028333,0.4977,20.55219639,36.85480494
3/10/25 11:00,31.6996267,-64.18543053,17.42080278,7.16484,0.438332222,20.59917678,36.85875656
3/10/25 12:00,31.66872267,-64.16989526,17.59787222,6.854036389,0.482533889,20.42614611,36.81905589
3/10/25 13:00,31.67276469,-64.16192658,17.87579167,4.817535833,0.422259444,20.41891883,36.81168344
3/10/25 14:00,31.68118645,-64.1577997,18.06194167,4.139633056,0.341681111,20.47551461,36.81326667
3/10/25 15:00,31.69225424,-64.15280834,18.32155278,1.7413325,0.326713333,20.56763967,36.81749283
3/10/25 16:00,31.68869259,-64.15292614,18.39645278,2.920079167,0.279081111,20.67469267,36.81846622
3/10/25 17:00,31.68645921,-64.15444273,18.17645556,3.245828611,0.349168333,20.78180633,36.82106883
3/10/25 18:00,31.68884233,-64.15597232,18.40940556,2.668288056,0.508741111,20.71851306,36.81965467
3/10/25 19:00,31.71385157,-64.15937045,18.59045,3.17324,0.433207222,20.75838333,36.83551094
3/10/25 20:00,31.7142803,-64.14934111,18.29379722,7.740453889,0.579765,20.71522011,36.83199544
3/10/25 21:00,31.70306894,-64.14187478,18.52662778,7.426581389,0.765584444,20.54729056,36.817968
3/10/25 22:00,31.72083796,-64.13352875,18.35283611,6.1422575,0.627670556,20.54805711,36.8230375
3/10/25 23:00,31.74422014,-64.12079215,18.37110833,8.580317222,0.467915556,20.64477344,36.84243172
3/11/25,31.72513193,-64.13405102,18.665625,7.463293611,0.583797778,20.50857056,36.81868411
3/11/25 1:00,31.72832895,-64.14144807,19.11466389,10.60192611,0.465990556,20.57000822,36.84747739
3/11/25 2:00,31.73317741,-64.14622976,18.90014167,13.14609139,0.420873333,20.59611089,36.85044567
3/11/25 3:00,31.73589723,-64.15440084,18.69590278,15.09353389,0.390653889,20.56565722,36.84193344
3/11/25 4:00,31.73718419,-64.16439257,18.453875,16.17424472,0.395006111,20.44551944,36.82087956
3/11/25 5:00,31.73984247,-64.14701149,18.13281389,20.69979917,0.40392,20.497401,36.79851328
3/11/25 6:00,31.74416508,-64.14746608,18.71018333,17.6342425,0.388348333,20.47970133,36.78500011
3/11/25 7:00,31.7491983,-64.15900582,20.31223333,9.415364444,0.419609444,20.3962555,36.80518628
3/11/25 8:00,31.74997659,-64.13553998,21.12178611,12.35202028,0.396319444,20.50282411,36.80978039
3/11/25 9:00,31.7472554,-64.10592937,20.74833333,17.61959222,0.431246667,20.55721556,36.82413383
3/11/25 10:00,31.74304963,-64.09344101,20.89926944,19.99010528,0.513116111,20.51368994,36.798362
3/11/25 11:00,31.74888738,-64.08512151,21.47257778,20.82320583,0.612299444,20.50454011,36.80781278
3/11/25 12:00,31.75397371,-64.08001901,21.25465,17.92866389,0.586525,20.53823444,36.82179289
3/11/25 13:00,31.77551592,-64.08109956,20.92277222,17.19849056,0.513294444,20.5564515,36.82892422
3/11/25 14:00,31.77093097,-64.07598751,21.50805556,17.9105,0.386732222,20.58119161,36.82554744
3/11/25 15:00,31.78731417,-64.05830033,22.01075556,22.66632222,0.301693333,20.53853089,36.81663011
3/11/25 16:00,31.77288276,-64.05964783,21.88603333,23.37674444,0.363046667,20.61113922,36.82506211
3/11/25 17:00,31.78699021,-64.04731239,21.81109444,27.26369444,0.504203889,20.60027467,36.82586289
3/11/25 18:00,31.78402963,-64.02577678,21.69926389,31.81291667,0.671683889,20.54487328,36.81657811
3/11/25 19:00,31.76924468,-64.03087123,21.64930556,28.83013611,0.636151667,20.5712105,36.82418378
3/11/25 20:00,31.7485419,-64.03650983,21.61716389,27.81285556,0.668341667,20.48939222,36.80873494
3/11/25 21:00,31.77931514,-64.02103307,21.65712778,23.62875,0.643997222,20.54148078,36.81935478
3/11/25 22:00,31.7930679,-64.00423987,21.33064444,37.42009444,0.651464444,20.60625872,36.8169175
3/11/25 23:00,31.77174333,-64.00062145,21.21119722,36.45266389,0.569507222,20.53432606,36.81347161
3/12/25,31.75618991,-64.0047833,21.26262222,35.18509444,0.515436667,20.5305215,36.8299705
3/12/25 1:00,31.76166281,-64.00490757,22.13406111,25.43261111,0.48052,20.55875189,36.84142122
3/12/25 2:00,31.80843814,-64.0009843,20.59897778,29.74236389,0.560582778,20.50062656,36.81643722
3/12/25 3:00,31.79005566,-64.02144316,20.90683611,26.06894444,0.536631111,20.43740389,36.82182872
3/12/25 4:00,31.7653901,-64.03926598,20.62490278,29.11221944,0.493448333,20.37337333,36.82661272
3/12/25 5:00,31.73762163,-64.05216923,20.06519167,29.37769167,0.499739444,20.26892233,36.81832856
3/12/25 6:00,31.70659172,-64.05567927,19.84866944,33.26119722,0.514420556,20.27232667,36.81733678
3/12/25 7:00,31.68545984,-64.04437676,19.38318889,29.28913333,0.509668889,20.30904956,36.81901544
3/12/25 8:00,31.72033807,-63.99123141,19.50896667,21.32698056,0.397976111,20.53096417,36.85381322
3/12/25 9:00,31.75878179,-63.93479456,19.64850833,18.61495556,0.379151111,20.58896522,36.8545415
3/12/25 10:00,31.79540076,-63.8788978,19.181225,15.77077778,0.509652778,20.48476706,36.8442435
3/12/25 11:00,31.82970964,-63.83414045,18.94623056,17.87390833,0.572383333,20.47098839,36.82730483
3/12/25 12:00,31.85770531,-63.86222644,19.19674167,20.87882778,0.430891111,20.44745606,36.81499611
3/12/25 13:00,31.86852731,-63.8689096,19.55529167,23.76159444,0.354527222,20.42926983,36.80827061
3/12/25 14:00,31.8646078,-63.87373966,19.42696389,23.06524306,0.328870556,20.44720628,36.80975172
3/12/25 15:00,31.87378262,-63.86823639,20.03032222,28.74866667,0.311599444,20.46309833,36.80972028
3/12/25 16:00,31.86222603,-63.90718429,20.1147,31.57535556,0.297730556,20.47509733,36.81130428
3/12/25 17:00,31.84814813,-63.94512738,19.90588333,33.56534167,0.342295,20.42101289,36.80991906
3/12/25 18:00,31.8387846,-63.956676,20.17546944,29.99273333,0.341467778,20.44337839,36.81394544
3/12/25 19:00,31.85165295,-63.96378834,20.12689444,32.29456667,0.387945,20.45245706,36.81336706
3/12/25 20:00,31.8745748,-63.9245667,19.82384722,23.54893056,0.521284444,20.459482,36.81427833
3/12/25 21:00,31.90771068,-63.89006497,19.80632778,28.58581389,0.719786111,20.46024883,36.804406
3/12/25 22:00,31.94132409,-63.91071754,19.63435278,26.63120556,0.646783889,20.44879206,36.80676111
3/12/25 23:00,31.91594727,-63.88304044,19.72093889,21.13251111,0.602655,20.45815272,36.81146156
3/13/25,31.91674956,-63.86647528,19.6305,26.23841111,0.581001667,20.45463828,36.80887606
3/13/25 1:00,31.957933,-63.88640367,19.54185833,28.81503889,0.553462222,20.45970444,36.8068525
3/13/25 2:00,32.02668733,-63.91917759,19.69674444,25.00077778,0.521523333,20.430414,36.80525139
3/13/25 3:00,32.00583404,-63.88385798,20.00155833,21.06031944,0.502921667,20.428769,36.81046489
3/13/25 4:00,32.03886351,-63.88841796,19.43083333,25.61443611,0.522472222,20.39139778,36.8013925
3/13/25 5:00,32.08578518,-63.91104932,19.29453611,24.07449167,0.557648889,20.17189044,36.79186806
3/13/25 6:00,32.12006018,-63.92843163,19.41067222,19.14949167,0.569792222,19.88601906,36.77425167
3/13/25 7:00,32.07985774,-63.89977765,19.26668333,13.39066056,0.537165,20.23540494,36.79630844
3/13/25 8:00,32.00757595,-63.85724446,19.34201111,11.34309167,0.508656667,20.38574928,36.80923761
3/13/25 9:00,31.96211999,-63.80274954,19.14712778,15.7528625,0.547944444,20.38236456,36.80946222
3/13/25 10:00,31.97386228,-63.79428577,19.13886667,16.76664167,0.626122778,20.3758395,36.81025644
3/13/25 11:00,31.98465381,-63.79635871,19.59083056,11.72197611,0.578263333,20.38904378,36.81284639
3/13/25 12:00,31.96848556,-63.79184611,19.43074167,13.19015806,0.413320556,20.4102345,36.81279317
3/13/25 13:00,31.97711129,-63.78849708,19.57170278,9.445212222,0.351171111,20.418407,36.81134539
3/13/25 14:00,31.99837694,-63.78473655,19.40156667,10.28223056,0.267261667,20.46390456,36.81269028
3/13/25 15:00,32.00323228,-63.78250684,19.62766944,6.002757222,0.235625556,20.54260606,36.81385917
3/13/25 16:00,32.02028183,-63.77380432,19.73109722,5.192213333,0.227093333,20.65996667,36.81890572
3/13/25 17:00,32.00791816,-63.77639905,19.88108333,4.278276667,0.228812778,20.69193389,36.81398922
3/13/25 18:00,32.02277225,-63.76871208,19.83063611,3.533338611,0.229208333,20.81681561,36.81506589
3/13/25 19:00,32.0251735,-63.75925159,19.85741667,2.463516111,0.263025556,20.96307128,36.81774206
3/13/25 20:00,32.03637022,-63.74881863,19.89079167,3.611788333,0.327787778,20.96013233,36.82023772
3/13/25 21:00,32.04182518,-63.73418124,19.77469167,2.861295556,0.459277222,21.04094378,36.82745322
3/13/25 22:00,32.04325981,-63.72734725,19.4899,3.316125833,0.516750556,20.93244,36.82603567
3/13/25 23:00,32.04956194,-63.71650989,19.35064722,2.714489722,0.451956667,20.87933239,36.82981206
3/14/25,32.05098041,-63.71691921,19.33326111,3.323387222,0.445429444,20.81383044,36.82641167
3/14/25 1:00,32.0559455,-63.71155004,19.27423056,3.649091111,0.451182778,20.72863128,36.82244444
3/14/25 2:00,32.05965704,-63.70600934,19.21640278,3.568985833,0.449562778,20.65606344,36.81908078
3/14/25 3:00,32.05726999,-63.69536252,19.23298611,4.519098611,0.441012222,20.66740356,36.82438189
3/14/25 4:00,32.06828079,-63.68732468,19.22406667,3.810306389,0.433116111,20.66240178,36.82371022
3/14/25 5:00,32.07162849,-63.68583846,19.1383,3.587151111,0.443097778,20.56869439,36.81893722
3/14/25 6:00,32.07400249,-63.67885457,19.04681111,3.232119167,0.441200556,20.55869822,36.8197685
3/14/25 7:00,32.0718988,-63.67786548,18.95390556,3.232966944,0.431928889,20.56206144,36.82225794
3/14/25 8:00,32.08160144,-63.66978161,18.89137778,5.842973611,0.426753889,20.55741739,36.82190844
3/14/25 9:00,32.08668555,-63.66255656,18.83793056,6.752631389,0.429033889,20.53287039,36.820812
3/14/25 10:00,32.08998842,-63.65594413,18.92146944,6.3044275,0.490583889,20.50990572,36.81958111
3/14/25 11:00,32.09341471,-63.64897053,19.12068889,6.957953333,0.455049444,20.49826922,36.81914578
3/14/25 12:00,32.08971831,-63.64427635,19.41942222,9.241977778,0.302115556,20.48160606,36.81800867
3/14/25 13:00,32.09946902,-63.63660726,19.54064722,12.052605,0.241212778,20.52253539,36.81901783
3/14/25 14:00,32.09892946,-63.63422228,19.59301389,14.06940833,0.217122222,20.54781778,36.8199365
3/14/25 15:00,32.09699021,-63.62164229,19.93827778,14.12437833,0.205712222,20.58271806,36.82133806
3/14/25 16:00,32.10261541,-63.62420344,20.10546389,12.8104425,0.204298889,20.60535811,36.81972356
3/14/25 17:00,32.10649909,-63.61806111,20.29390278,11.71979639,0.211160556,20.64806633,36.82020706
3/14/25 18:00,32.11000222,-63.60904302,20.39338611,9.274882222,0.239674444,20.66315044,36.82020839
3/14/25 19:00,32.11794672,-63.60897485,20.43792222,8.055046944,0.285912778,20.71339006,36.82041022
3/14/25 20:00,32.12327709,-63.59237101,20.272975,9.274427778,0.319422222,20.76983861,36.82366544
3/14/25 21:00,32.1125389,-63.57487323,20.50576111,4.779151944,0.488510556,20.74608611,36.82530228
3/14/25 22:00,32.12700032,-63.56435845,20.21185833,5.823716389,0.476290556,20.706214,36.82464406
3/14/25 23:00,32.13751772,-63.54594252,20.05755278,7.219095833,0.417755556,20.69270306,36.83068078
3/15/25,32.11278009,-63.55167032,19.95311389,7.924689722,0.419441667,20.6446735,36.826876
3/15/25 1:00,32.11281155,-63.5471399,19.90410833,10.49710583,0.406410556,20.61841183,36.82790589
3/15/25 2:00,32.11568909,-63.54530013,19.83271389,10.86238222,0.403694444,20.60250594,36.82585939
3/15/25 3:00,32.09441945,-63.57587036,19.81849444,13.0019125,0.277295,20.88958861,36.88311067
3/15/25 4:00,32.10043348,-63.55466308,19.84563056,9.964329722,0.290960556,20.79711461,36.87269656
3/15/25 5:00,32.11257049,-63.53067896,19.67009722,12.65809056,0.395215,20.56558256,36.82835861
3/15/25 6:00,32.11599303,-63.53494918,19.55233611,12.73728778,0.399035556,20.53735894,36.82826756
3/15/25 7:00,32.11644638,-63.54126549,19.50380833,14.50260833,0.313482778,20.74153606,36.86658522
3/15/25 8:00,32.09916767,-63.50521766,19.60778333,15.57149722,0.426155,20.48475222,36.82238361
3/15/25 9:00,32.10396979,-63.49414263,19.74151944,12.18487139,0.425173333,20.48500672,36.82217428
3/15/25 10:00,32.09720793,-63.47943567,19.72903333,12.47749444,0.490219444,20.48253078,36.82457867
3/15/25 11:00,32.10392167,-63.47793856,19.8066,9.363271667,0.536665,20.47201517,36.82112633
3/15/25 12:00,32.11009637,-63.46959445,20.11221389,9.651653611,0.346821111,20.48790261,36.82167978
3/15/25 13:00,32.11037901,-63.46042966,20.23341389,11.16306278,0.264730556,20.50618767,36.82267406
3/15/25 14:00,32.11247316,-63.44948752,20.18608333,11.31810361,0.223385,20.54627194,36.82589544
3/15/25 15:00,32.10892721,-63.44943796,20.40787778,9.046393056,0.213602778,20.588331,36.82343378
3/15/25 16:00,32.10987518,-63.45710416,20.70928889,7.4059725,0.223485,20.62147222,36.82340611
3/15/25 17:00,32.13951724,-63.49234038,20.94430833,4.8961875,0.178093333,20.86135706,36.8618095
3/15/25 18:00,32.25548389,-63.61926746,21.25459722,3.798032778,0.170003889,20.96219372,36.87520672
3/15/25 19:00,32.38381949,-63.76351652,21.12023889,3.841786111,0.300228889,20.51064556,36.80074872
3/15/25 20:00,32.51774021,-63.91079296,20.62911389,5.274071667,0.406558333,20.410404,36.79276078
3/15/25 21:00,32.64768802,-64.05915991,19.90955556,8.116169167,0.564751667,20.32436778,36.79716822
3/15/25 22:00,32.76156961,-64.21715007,19.59552778,7.760274444,0.521145,20.43013522,36.81517194
3/15/25 23:00,32.87467894,-64.38111961,19.30914167,6.754746389,1.320841111,19.46791989,36.67179061
3/16/25,32.97025166,-64.55950003,19.25254444,6.017093611,1.421209444,19.46362872,36.66430344
3/16/25 1:00,33.05805712,-64.73999477,19.21375278,6.328801667,1.388458889,19.48292767,36.65085856
3/16/25 2:00,33.14403154,-64.92084766,19.12309444,6.365034444,1.418698333,19.43059561,36.6823035
3/16/25 3:00,33.22779206,-65.10303627,19.10622778,5.680219444,1.403971667,19.55010244,36.70819067
3/16/25 4:00,33.30768832,-65.28321656,19.20455278,4.180546944,1.604521111,19.50407944,36.70624928
3/16/25 5:00,33.3838561,-65.45559778,19.21313611,3.927163889,1.170147222,19.57733606,36.71332422
